Q,A
수발씨가 뭐래요?,"아니, 걔는 암말 안했지만. 꼭 말 해야하니. 나같이 눈치없고 무신경한 인간말종 밑에서 고생만 하고. 아으, 불쌍한 수발, 아니, 수현이."
"아니, 걔는 암말 안했지만. 꼭 말 해야하니. 나같이 눈치없고 무신경한 인간말종 밑에서 고생만 하고. 아으, 불쌍한 수발, 아니, 수현이.",별 일도 아니구만. 그만한 일에 인간말종은 무슨.
별 일도 아니구만. 그만한 일에 인간말종은 무슨.,"아니야, 나 인간말종 맞잖아. 그 10년 전에 너한테 뽀뽀한 것도 기억 못하고. 니 말대로 너 남자 첫단추 잘못 낀 거 맞다. 미안하다."
"아니야, 나 인간말종 맞잖아. 그 10년 전에 너한테 뽀뽀한 것도 기억 못하고. 니 말대로 너 남자 첫단추 잘못 낀 거 맞다. 미안하다.",아닌데. 남자 첫단추를 잘못 낀 게 아니라 내 입을 꿰매야 하는데. 실은 그날 뽀뽀했다는거 개뻥이예요.
아닌데. 남자 첫단추를 잘못 낀 게 아니라 내 입을 꿰매야 하는데. 실은 그날 뽀뽀했다는거 개뻥이예요.,응? 그게 무슨.
응? 그게 무슨.,"개뻥이라구요, 뽀뽀했단거."
"개뻥이라구요, 뽀뽀했단거.","아니, 왜 그런 뻥을?"
"아니, 왜 그런 뻥을?","아니, 그날 오빠가 나한테 귀엽다 그러고 나 같은 여자친구 있었으면 좋겠다고 그러는거 생생히 기억하는데 오빠가 하나도 기억을 못하니까 얄미워서요."
"아니, 그날 오빠가 나한테 귀엽다 그러고 나 같은 여자친구 있었으면 좋겠다고 그러는거 생생히 기억하는데 오빠가 하나도 기억을 못하니까 얄미워서요.","뭐? 아나, 야, 얄밉다고 뽀뽀를 해?"
"뭐? 아나, 야, 얄밉다고 뽀뽀를 해?",아 그건.
아 그건.,그건 뭐.
그건 뭐.,열받은김에 박치기 하려다 입술이 가까이 있어서 먼저 닿은 거거든요?
열받은김에 박치기 하려다 입술이 가까이 있어서 먼저 닿은 거거든요?,야 그런식이면 지나가다 길에서 만나는 사람들이랑 하루에 100번은 더 하겠다 뽀뽀. 너 또라이냐?
형도 봤구나,그럼 그 뭐 있는거야>
그럼 그 뭐 있는거야>,우리 빌라에 괴물이 살고 있어 그것도 냄새나는 술고래만 잡아먹는 그러니까 제발 오지마라 어?
야야 아니 이게 무슨 이름만 감자탕이지 감자가 없냐 ,감자 많은데 뭘
감자 많은데 뭘,장난하냐 감자 지금 딱 2개 밖에 없어 2개 
장난하냐 감자 지금 딱 2개 밖에 없어 2개 ,감자탕에 감자는 이 감자를 말하는게 아니에요 이 돼지고기 등뼈 이 부분을 감자라고 하는 거거든?
감자탕에 감자는 이 감자를 말하는게 아니에요 이 돼지고기 등뼈 이 부분을 감자라고 하는 거거든?,그래? 짜식 이거 처음 알았네 그럼 우리 뭐 감자 좀 먹을래? 
그래? 짜식 이거 처음 알았네 그럼 우리 뭐 감자 좀 먹을래? ,먹자
먹자,그래
좋네,뼈가 봐 어렇게 다 뜯어지거든 
맛있죠?,"네, 너무 맛있는데요?"
형 그거 제 일당이잖아요 ,갚는다고 갚는다고
갚는다고 갚는다고,저번에도 주신다고 하고 또 도박하러 갈거잖아요 
저번에도 주신다고 하고 또 도박하러 갈거잖아요 ,이새끼가 근데 씨
찬수야 잘쓸게,형 그거 그거 내 돈이잖아요 
누구예요 저 남자?,옛날 낙원사 직원인데 잘생겼지? 믿기지 않겠지만 영애씨 좋아했었잖아. 그치 수민씨도 놀랍지? 믿기지가 않지?
옛날 낙원사 직원인데 잘생겼지? 믿기지 않겠지만 영애씨 좋아했었잖아. 그치 수민씨도 놀랍지? 믿기지가 않지?,아닌데. 사레들려서 그냥 켁켁거린건데.
아닌데. 사레들려서 그냥 켁켁거린건데.,암튼 이승준 사장님이랑 사랑의 라이벌이었는데 지길 잘했네. 여친 왜이렇게 예뻐? 어머 세상에.
누나. 저 먼저 가볼게요. 번호 아직 안 바뀌셨죠? 나중에 제가 연락드릴게요.,어. 그래.
어. 그래.,계산요.
계산요.,잠시만요.
잠시만요.,잘먹었습니다 선배님.
잘먹었습니다 선배님.,어 그래.
어 그래.,기홍이 여자친구 아닌가보네.
기홍이 여자친구 아닌가보네.,어 아니에요. 선배가 얼마나 철벽남인데요.
어 아니에요. 선배가 얼마나 철벽남인데요.,여기요.
여기요.,어. 이거 제가 계산할게요.
어. 이거 제가 계산할게요.,됐어요. 누나가 왜.
됐어요. 누나가 왜.,나도 옛날에 너한테 신세 많이 졌잖아. 두고 가.
나도 옛날에 너한테 신세 많이 졌잖아. 두고 가.,그래도요.
그래도요.,그냥 두래도.
그냥 두래도.,그럼 감사합니다 누나.
그럼 감사합니다 누나.,가. 훈훈하네. 우리 주변엔 왜 저런 훈남이 없나 몰라.
가. 훈훈하네. 우리 주변엔 왜 저런 훈남이 없나 몰라.,규한 오빠 있었잖아요. 아니. 객관적으로 잘생긴건 사실이잖아요.
규한 오빠 있었잖아요. 아니. 객관적으로 잘생긴건 사실이잖아요.,계산해주세요.
계산해주세요.,5만 2천원입니다.
5만 2천원입니다.,예? 5만 2천원이요? 2만 5천원이 아니고요? 둘이서 뭐 이렇게 많이 먹은거야?
나랑 대화하고 싶어서 일부러 이 근처를 배회해? 수민씨 얘기에 혹했던 내가 미친년이지.,야이 나쁜년아.
야이 나쁜년아.,누구더러 나쁜년이래.
누구더러 나쁜년이래.,몰라 물어? 너 말이야. 너 나쁜년 맞잖아.
몰라 물어? 너 말이야. 너 나쁜년 맞잖아.,"뭐, 나쁜년? 사업병 걸려, 생활비 한푼 안벌어다준 누구 땜에 뼈 빠지게 돈벌러 다니랴, 애들 키우랴, 정신 없이 산 내가 나쁜 년이면 넌 뭔데?"
"뭐, 나쁜년? 사업병 걸려, 생활비 한푼 안벌어다준 누구 땜에 뼈 빠지게 돈벌러 다니랴, 애들 키우랴, 정신 없이 산 내가 나쁜 년이면 넌 뭔데?",그래서 남편인 나한테 유산상속 받은 것도 숨기고. 맘 편하든?
그래서 남편인 나한테 유산상속 받은 것도 숨기고. 맘 편하든?,"그래. 니가 또 그 돈 갖고 사업한다고 난리칠까봐 얘기 안했다. 그돈으로 대출금부터 갚았다. 그게 그렇게 억울하고 분하든? 이혼하자고 할만큼? 나, 나 그동안 얼마나 참고 살았는데 나."
"그래. 니가 또 그 돈 갖고 사업한다고 난리칠까봐 얘기 안했다. 그돈으로 대출금부터 갚았다. 그게 그렇게 억울하고 분하든? 이혼하자고 할만큼? 나, 나 그동안 얼마나 참고 살았는데 나.",그러게. 누가 바보 같이 참고 살라 그랬어? 진작 이혼하자고 먼저 말하지 그랬냐?
그러게. 누가 바보 같이 참고 살라 그랬어? 진작 이혼하자고 먼저 말하지 그랬냐?,뭐? 그래. 진작 이혼하자 그럴걸. 미안하다. 미련하게 참고 살아서.
뭐? 그래. 진작 이혼하자 그럴걸. 미안하다. 미련하게 참고 살아서.,그렇게 바보 같이 참고 사니까 가슴에 종양이나 생기지.
그렇게 바보 같이 참고 사니까 가슴에 종양이나 생기지.,어떻게. 
어떻게. ,"집에 갔다 봤다. 나 볼까봐 꽁꽁도 숨겨 놨더라? 언제까지 나한테 숨길려 그랬는데. 그렇게 내가 못 미덥든? 아픈 것도 털어놓지 못할만큼? 나는 너한테 뭐니? 남편이 맞긴 하니? 그래서 이혼서류에 도장 찍었다. 나 때문에 속 끓다가 가슴에 종양생긴 너, 그렇게 되도록 이야기 못한 너. 나랑 헤어지고 마음편히 살라고. 다신 가슴에 종양같은 거 생기지 말라고."
"집에 갔다 봤다. 나 볼까봐 꽁꽁도 숨겨 놨더라? 언제까지 나한테 숨길려 그랬는데. 그렇게 내가 못 미덥든? 아픈 것도 털어놓지 못할만큼? 나는 너한테 뭐니? 남편이 맞긴 하니? 그래서 이혼서류에 도장 찍었다. 나 때문에 속 끓다가 가슴에 종양생긴 너, 그렇게 되도록 이야기 못한 너. 나랑 헤어지고 마음편히 살라고. 다신 가슴에 종양같은 거 생기지 말라고.",뭐하는 건데 지금. 당신이 왜 울어? 아프고 힘든건 난데?
뭐하는 건데 지금. 당신이 왜 울어? 아프고 힘든건 난데?,미란아 미안하다 미란아. 나 땜에 너 죽을 정도로 힘들게 한 거 같아서. 근데 너 없음 나도 죽어. 못살아 미란아. 나 버리지마.
미란아 미안하다 미란아. 나 땜에 너 죽을 정도로 힘들게 한 거 같아서. 근데 너 없음 나도 죽어. 못살아 미란아. 나 버리지마.,누가 누굴버렸다그래. 이혼서류는 니가 썼거든?
누가 누굴버렸다그래. 이혼서류는 니가 썼거든?,나땜에 니가 아픈거 같아 그런거지.
나땜에 니가 아픈거 같아 그런거지.,어떻게 하니. 이 종양같은 남자. 나한테서 도무지 떨어질 기미가 안보이네.
아유 그래 그래 우리 손주 할머니 닮아서 아주 똑부러지는구나,할머니
할머니,응
응,드라마 할 시간인데 빨리 가자 
드라마 할 시간인데 빨리 가자 ,그래 그래 우리 같이 가서 드라마 보자 
너 살 좀 빠진거같다 그래 마음고생이 다이어트엔 직빵이지,말이 그렇다는거지
말이 그렇다는거지,사다리좀 가져다줄래?
사다리좀 가져다줄래?,어 그래
뭐야 저건 또,잠깐만. 유경이 먹을 것 좀 얻어올게.
잠깐만. 유경이 먹을 것 좀 얻어올게.,야.
일단 내리자. 일단 내리자구.,아 또 무슨소리야?
아 또 무슨소리야?,같이 앉아서 먹쟤 어차피 우린 먹을 것도 없고 자기네들 바베큐할 거 많이 남았다고.
같이 앉아서 먹쟤 어차피 우린 먹을 것도 없고 자기네들 바베큐할 거 많이 남았다고.,말이 되는 소리를 해
말이 되는 소리를 해,유경이 많이 지쳤잖아. 나도 힘들어.
유경이 많이 지쳤잖아. 나도 힘들어.,근데 괜찮을까? 모르는 사람들 하고.
근데 괜찮을까? 모르는 사람들 하고.,괜찮아. 무슨 일 있을라고.
괜찮아. 무슨 일 있을라고.,어우 근데 몰골이 말이 아니네 저 여행온거 맞어?
어우 근데 몰골이 말이 아니네 저 여행온거 맞어?,길 잃었대잖아. 요즘도 길 잃고 다니느 사람들 있어? 내린다.
길 잃었대잖아. 요즘도 길 잃고 다니느 사람들 있어? 내린다.,앉을 거 없어? 뭐 의자 같은거 남는 거 없어?
앉을 거 없어? 뭐 의자 같은거 남는 거 없어?,가만있어봐.
가만있어봐.,응.
이렇게 여기까지 준비를 해봤고요. 그래서 다른 선생님들의 많은 협조가 필요합니다. 이상입니다.,그러면 너무 빡빡하지 않나?
그러면 너무 빡빡하지 않나?,아 그런가요?
아 그런가요?,아 우리 김선생님이 준비는 항상 최곤데 아쉽게 됐고만 그래.
아 우리 김선생님이 준비는 항상 최곤데 아쉽게 됐고만 그래.,아닙니다.
아닙니다.,아 그럼 기존 포맷으로 가고 선생님들은 학생들한테 잘 설명들 해주시고 회의는 여기까지 합시다.
새거나 마찬가지라니깐요. 쓴적이 없어요.,아니 뭐 어떻게 그게 새거에요? 
아니 뭐 어떻게 그게 새거에요? ,행단은 그래도 모델이 그렇게 오래됬는데 그게 어떻
행단은 그래도 모델이 그렇게 오래됬는데 그게 어떻,아이 근데 맨입으론 안된다고.
저기 덕선아 아빠도 덕선이 한테 뭐하나 줄것이 있는디 ,뭐?
뭐?,있어봐
아이고 어떻게 이런 우연이? 이게 동시에 다 같이 나오기는 정말 1년에 몇번 없는 일인데. 이제 최사범님만 나오시면.,학교가냐?
학교가냐?,이게 같은동네에 한 20년을 살다보면은 이런 텔레파시가.
이게 같은동네에 한 20년을 살다보면은 이런 텔레파시가.,덕선아 안녕?
덕선아 안녕?,수연이야!
수연이야!,어 알았어.
어 알았어.,니들 저녁에 알지? 또치경양식. 안나오기만해 한놈이라도. 다같이 죽는거야 진짜.
니들 저녁에 알지? 또치경양식. 안나오기만해 한놈이라도. 다같이 죽는거야 진짜.,너 올수있어? 오늘도 대국있지않아?
너 올수있어? 오늘도 대국있지않아?,일찍 끝나면 갈게.
일찍 끝나면 갈게.,길 잘찾아와라. 또 엉뚱한데서 헤매지말고.
길 잘찾아와라. 또 엉뚱한데서 헤매지말고.,알았어.
알았어.,야 늦었어.
야 늦었어.,오우 씨!
어이 둘 다 욕같네요,그러게요
아 전 둘이 너무 비슷해서. 고맙습니다,어
어,아 전무님. 그럼 아닌데?는 중국어로 어떻게 읽고 써요? 
아 전무님. 그럼 아닌데?는 중국어로 어떻게 읽고 써요? ,아 아닌데?
아 나 미팅있는데 깜박했네 미팅갔다올게,다녀오세요
아니 근데 전무님은 약속 있다고 하시더니 어떻게 오셨어요?,내일로 미뤄졌어.
내일로 미뤄졌어.,으음! 닭다리 내꺼여. 가슴살이나 먹드라고.
수민씨 그건 뭐야? 순살이야?,아닌데? 똥집인데요? 저는 치맥보다 똥맥을 좋아해서요.
아닌데? 똥집인데요? 저는 치맥보다 똥맥을 좋아해서요.,또 또 똥맥?
또 또 똥맥?,아이~ 아이 지금까지 끈적거려 죽겠네.
아이~ 아이 지금까지 끈적거려 죽겠네.,아까 햄버거 먹다 콜라 쏟은거? 가만보면 윤과장 참 조심성 없어. 잘 쏟고 잘 묻히고 은근히 막손이라니까?
아까 햄버거 먹다 콜라 쏟은거? 가만보면 윤과장 참 조심성 없어. 잘 쏟고 잘 묻히고 은근히 막손이라니까?,예 저는 따드리려고 밖에 한게 없는데 죄송하네요. 화장실 좀 다녀올게요.
예 저는 따드리려고 밖에 한게 없는데 죄송하네요. 화장실 좀 다녀올게요.,나도 담배나 한대 펴야겠다 아 내 라이터 어디갔지?
전무님 라이타 안가져가셨어요.,어 고마워! 안그래도 찾았는데.
어 고마워! 안그래도 찾았는데.,아 예 전무님 저도 담배하나 주세요.
아 예 전무님 저도 담배하나 주세요.,응
응,예. 악 뜨거워!
예. 악 뜨거워!,오우 괜찮아?
윤과장 괜찮아? 아 이게 왜 불이 제일 세게 돼있었냐?,아 나 오늘 윤과장때문에 중한 사실을 하나 알았구만.
아 나 오늘 윤과장때문에 중한 사실을 하나 알았구만.,뭘요? 라이타로도 눈썹 탈 수 있는거요? 
뭘요? 라이타로도 눈썹 탈 수 있는거요? ,음 아니여 사람 얼굴에서 눈썹이 얼마나 중헌지 알았다고. 눈썹 반토막없다고 사람이 이렇게 웃겨불고말이여.
음 아니여 사람 얼굴에서 눈썹이 얼마나 중헌지 알았다고. 눈썹 반토막없다고 사람이 이렇게 웃겨불고말이여.,모나리잔줄
모나리잔줄,모나리자가 아니라 윤나리자지 윤나리자.
모나리자가 아니라 윤나리자지 윤나리자.,윤나리자 하하하 윤과장님 아니였으면 전무님이 준나리자 될 뻔 했어요.
윤나리자 하하하 윤과장님 아니였으면 전무님이 준나리자 될 뻔 했어요.,준나리자 하하하하 아오 소름끼쳐 윤과장 고마워.
준나리자 하하하하 아오 소름끼쳐 윤과장 고마워.,윤과장님 너무 걱정하지 마세요. 눈썹은 곧 자라날테니까. 일단 이걸로 제가 눈썹 좀 그려드릴까요?
윤과장님 너무 걱정하지 마세요. 눈썹은 곧 자라날테니까. 일단 이걸로 제가 눈썹 좀 그려드릴까요?,아 됐어 누구누구누구 놀려?
아 됐어 누구누구누구 놀려?,아이 라부장님 사람 걱정하는척하면서 놀리는거 최고.
아이 라부장님 사람 걱정하는척하면서 놀리는거 최고.,놀리는거 아닌데?
